2024-01-23 16:41:41,979 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-01-23 16:41:41,995 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-01-23 16:41:41,995 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-01-23 16:41:41,995 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-01-23 16:41:41,995 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-01-23 16:41:41,995 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-01-23 16:41:41,995 INFO  SwAddin.cs: 201 - Setting up command manager
2024-01-23 16:41:41,995 INFO  SwAddin.cs: 204 - Adding command manager
2024-01-23 16:41:41,995 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-01-23 16:41:41,995 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-01-23 16:41:41,995 INFO  SwAddin.cs: 210 - Adding event handlers
2024-01-23 16:41:41,995 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-01-23 16:43:04,169 INFO  SwAddin.cs: 351 - Part export called
2024-01-23 16:43:04,194 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ballrosr
2024-01-23 16:43:04,200 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ballrosr
2024-01-23 16:43:04,200 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ballrosr
2024-01-23 16:43:04,200 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ballrosr
2024-01-23 16:43:04,200 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ballrosr
2024-01-23 16:43:04,200 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ballrosr
2024-01-23 16:43:04,200 INFO  SwAddin.cs: 367 - Showing part
2024-01-23 16:43:42,065 INFO  SwAddin.cs: 351 - Part export called
2024-01-23 16:43:42,065 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ballrosr
2024-01-23 16:43:42,065 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ballrosr
2024-01-23 16:43:42,065 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ballrosr
2024-01-23 16:43:42,065 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ballrosr
2024-01-23 16:43:42,065 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ballrosr
2024-01-23 16:43:42,065 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ballrosr
2024-01-23 16:43:42,065 INFO  SwAddin.cs: 367 - Showing part
2024-01-23 16:44:00,094 INFO  SwAddin.cs: 351 - Part export called
2024-01-23 16:44:00,098 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ballrosr
2024-01-23 16:44:00,099 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ballrosr
2024-01-23 16:44:00,099 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ballrosr
2024-01-23 16:44:00,099 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ballrosr
2024-01-23 16:44:00,099 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ballrosr
2024-01-23 16:44:00,099 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ballrosr
2024-01-23 16:44:00,099 INFO  SwAddin.cs: 367 - Showing part
2024-01-23 16:44:11,572 INFO  SwAddin.cs: 351 - Part export called
2024-01-23 16:44:11,575 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ballrosr
2024-01-23 16:44:11,575 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ballrosr
2024-01-23 16:44:11,575 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ballrosr
2024-01-23 16:44:11,575 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ballrosr
2024-01-23 16:44:11,575 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ballrosr
2024-01-23 16:44:11,576 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ballrosr
2024-01-23 16:44:11,576 INFO  SwAddin.cs: 367 - Showing part
2024-01-23 16:44:57,084 INFO  SwAddin.cs: 294 - Assembly export called for file Assem2
2024-01-23 16:45:00,348 INFO  SwAddin.cs: 313 - Saving assembly
2024-01-23 16:45:03,986 INFO  SwAddin.cs: 316 - Opening property manager
2024-01-23 16:45:03,988 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem2
2024-01-23 16:45:03,989 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Assem2
2024-01-23 16:45:03,989 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem2
2024-01-23 16:45:03,989 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-23 16:45:03,989 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-01-23 16:45:03,991 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from final_R1_8inch-2
2024-01-23 16:45:03,991 INFO  ExportHelperExtension.cs: 1136 - Found 189 in final_R1_8inch-2
2024-01-23 16:45:03,992 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in final_R1_8inch-2
2024-01-23 16:45:03,992 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arena with props-2
2024-01-23 16:45:03,992 INFO  ExportHelperExtension.cs: 1136 - Found 67 in arena with props-2
2024-01-23 16:45:03,992 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in arena with props-2
2024-01-23 16:45:03,993 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem2
2024-01-23 16:45:03,993 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Assem2
2024-01-23 16:45:03,993 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem2
2024-01-23 16:45:03,993 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-23 16:45:03,993 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-01-23 16:45:03,994 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from final_R1_8inch-2
2024-01-23 16:45:03,994 INFO  ExportHelperExtension.cs: 1136 - Found 189 in final_R1_8inch-2
2024-01-23 16:45:03,994 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in final_R1_8inch-2
2024-01-23 16:45:03,994 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from arena with props-2
2024-01-23 16:45:03,994 INFO  ExportHelperExtension.cs: 1136 - Found 67 in arena with props-2
2024-01-23 16:45:03,995 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in arena with props-2
2024-01-23 16:45:04,905 INFO  SwAddin.cs: 339 - Loading config tree
2024-01-23 16:45:04,907 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
